Year,Stage,Match,Sheet,Team,Skip,LRFE,1,2,3,4,5,6,7,8,9,10,11,Score,Ends,Outcome,Margin
2015,Round robin,Draw 5,D,Alberta,K.Koe,0,0,2,0,0,2,0,0,2,1,,,7,9,W,4
2015,Round robin,Draw 6,A,New Brunswick,Mallais,0,0,2,0,1,0,0,2,0,0,0,,5,10,L,-1
2015,Round robin,Draw 6,A,Canada,Morris,1,1,0,1,0,0,1,0,1,0,2,,6,10,W,1
2015,Round robin,Draw 6,B,Northwest Territories,J.Koe,0,0,0,0,1,0,1,0,2,,,,4,8,L,-5
2015,Round robin,Draw 6,B,Northern Ontario,Jacobs,1,0,2,1,0,4,0,2,0,,,,9,8,W,5
2015,Round robin,Draw 6,C,Newfoundland and Labrador,Gushue,1,0,2,0,1,0,0,0,0,0,0,,3,10,L,-3
2015,Round robin,Draw 6,C,British Columbia,Cotter,0,0,0,2,0,0,0,0,1,1,2,,6,10,W,3
2015,Round robin,Draw 6,D,Prince Edward Island,Casey,0,0,0,2,0,2,0,0,0,1,0,,5,10,L,-1
2015,Round robin,Draw 6,D,Quebec,Ménard,1,0,1,0,2,0,2,0,0,0,1,,6,10,W,1
2015,Round robin,Draw 7,A,Alberta,K.Koe,0,1,0,2,0,0,1,1,1,0,1,,7,10,W,2
2015,Round robin,Draw 7,A,Quebec,Ménard,1,0,2,0,1,0,0,0,0,2,0,,5,10,L,-2
2015,Round robin,Draw 7,B,Saskatchewan,Laycock,1,3,0,1,3,0,1,0,0,,,,8,8,W,4
2015,Round robin,Draw 7,B,Canada,Morris,0,0,0,0,0,2,0,1,1,,,,4,8,L,-4
2015,Round robin,Draw 7,C,Northern Ontario,Jacobs,1,0,0,3,1,0,0,2,0,1,,,7,9,W,4
2015,Round robin,Draw 7,C,Ontario,Kean,0,0,0,0,0,0,1,0,2,0,,,3,9,L,-4
2015,Round robin,Draw 7,D,Manitoba,Carruthers,1,2,0,0,0,2,0,3,0,1,,,8,9,W,3
2015,Round robin,Draw 7,D,Newfoundland and Labrador,Gushue,0,0,0,1,1,0,1,0,2,0,,,5,9,L,-3
2015,Round robin,Draw 8,A,Manitoba,Carruthers,0,1,2,0,5,0,2,0,1,,,,11,8,W,8
2015,Round robin,Draw 8,A,Northwest Territories,J.Koe,1,0,0,1,0,1,0,1,0,,,,3,8,L,-8
2015,Round robin,Draw 8,B,Prince Edward Island,Casey,0,0,1,0,2,0,0,0,1,,,,4,8,L,-4
2015,Round robin,Draw 8,B,Alberta,K.Koe,1,2,0,3,0,2,0,1,0,,,,8,8,W,4
2015,Round robin,Draw 8,C,Saskatchewan,Laycock,0,1,0,0,2,0,1,0,3,0,,,7,9,W,3
2015,Round robin,Draw 8,C,New Brunswick,Mallais,1,0,0,1,0,2,0,0,0,1,,,4,9,L,-3
2015,Round robin,Draw 8,D,Ontario,Kean,0,0,0,0,1,0,0,0,2,0,,,3,9,L,-5
2015,Round robin,Draw 8,D,British Columbia,Cotter,1,0,2,1,0,1,0,0,0,4,,,8,9,W,5
2015,Round robin,Draw 9,A,Northern Ontario,Jacobs,1,1,1,2,2,3,1,0,1,,,,11,8,W,10
2015,Round robin,Draw 9,A,Prince Edward Island,Casey,0,0,0,0,0,0,0,1,0,,,,1,8,L,-10
2015,Round robin,Draw 9,B,Newfoundland and Labrador,Gushue,1,1,1,1,0,2,0,2,3,,,,10,8,W,8
2015,Round robin,Draw 9,B,New Brunswick,Mallais,0,0,0,0,1,0,1,0,0,,,,2,8,L,-8
2015,Round robin,Draw 9,C,Quebec,Ménard,0,0,0,2,0,2,0,0,0,4,0,,8,10,W,2
2015,Round robin,Draw 9,C,British Columbia,Cotter,1,0,1,0,1,0,1,1,1,0,1,,6,10,L,-2
2015,Round robin,Draw 9,D,Northwest Territories,J.Koe,0,0,0,0,1,0,0,1,0,1,0,,3,10,L,-3
2015,Round robin,Draw 9,D,Canada,Simmons,1,0,0,1,0,1,2,0,1,0,1,,6,10,W,3
2015,Round robin,Draw 10,A,Newfoundland and Labrador,Gushue,1,2,0,0,2,0,0,1,1,0,2,,8,10,W,2
2015,Round robin,Draw 10,A,Ontario,Kean,0,0,2,1,0,1,1,0,0,1,0,,6,10,L,-2
2015,Round robin,Draw 10,B,Manitoba,Carruthers,0,0,0,0,0,1,0,1,0,,,,2,8,L,-5
2015,Round robin,Draw 10,B,Northern Ontario,Jacobs,1,2,2,0,0,0,2,0,1,,,,7,8,W,5
2015,Round robin,Draw 10,C,Canada,Simmons,0,0,2,0,1,0,0,0,0,2,1,,6,10,W,3
2015,Round robin,Draw 10,C,Alberta,K.Koe,1,1,0,1,0,0,1,0,0,0,0,,3,10,L,-3
2015,Round robin,Draw 10,D,Quebec,Ménard,1,2,0,2,0,0,0,1,0,0,2,,7,10,W,2
2015,Round robin,Draw 10,D,Saskatchewan,Laycock,0,0,1,0,2,0,0,0,1,1,0,,5,10,L,-2
2015,Round robin,Draw 11,A,Canada,Simmons,0,0,0,1,0,0,2,0,3,0,2,,8,10,W,1
2015,Round robin,Draw 11,A,British Columbia,Cotter,1,1,0,0,2,0,0,2,0,2,0,,7,10,L,-1
2015,Round robin,Draw 11,B,Quebec,Ménard,1,2,0,0,1,1,0,3,0,1,,,8,9,W,3
2015,Round robin,Draw 11,B,Northwest Territories,J.Koe,0,0,1,0,0,0,2,0,2,0,,,5,9,L,-3
2015,Round robin,Draw 11,C,Newfoundland and Labrador,Gushue,0,0,1,0,3,3,1,0,1,0,,,9,9,W,3
2015,Round robin,Draw 11,C,Prince Edward Island,Casey,1,1,0,2,0,0,0,2,0,1,,,6,9,L,-3
2015,Round robin,Draw 11,D,New Brunswick,Mallais,0,0,0,0,1,0,2,0,1,0,,,4,9,L,-3
2015,Round robin,Draw 11,D,Northern Ontario,Jacobs,1,0,3,0,0,2,0,1,0,1,,,7,9,W,3
2015,Round robin,Draw 12,A,Saskatchewan,Laycock,0,0,1,0,1,0,0,0,0,1,0,,3,10,L,-2
2015,Round robin,Draw 12,A,Northern Ontario,Jacobs,1,1,0,1,0,1,0,0,1,0,1,,5,10,W,2
2015,Round robin,Draw 12,B,Ontario,Kean,0,0,0,0,1,0,1,0,2,0,0,,4,10,L,-3
2015,Round robin,Draw 12,B,Canada,Simmons,1,1,0,1,0,0,0,2,0,2,1,,7,10,W,3
2015,Round robin,Draw 12,C,Manitoba,Carruthers,0,0,1,1,0,0,1,0,1,0,,,4,9,L,-3
2015,Round robin,Draw 12,C,Quebec,Ménard,1,2,0,0,1,1,0,1,0,2,,,7,9,W,3
2015,Round robin,Draw 12,D,Alberta,K.Koe,0,0,1,0,2,1,0,1,0,2,0,,7,10,L,-1
2015,Round robin,Draw 12,D,Newfoundland and Labrador,Gushue,1,2,0,2,0,0,1,0,2,0,1,,8,10,W,1
2015,Round robin,Draw 13,A,Alberta,K.Koe,0,0,0,2,0,2,1,0,0,2,,,7,9,W,3
2015,Round robin,Draw 13,A,Northwest Territories,J.Koe,1,0,1,0,2,0,0,1,0,0,,,4,9,L,-3
2015,Round robin,Draw 13,B,Saskatchewan,Laycock,0,0,0,0,2,0,2,0,1,1,0,1,7,11,W,1
2015,Round robin,Draw 13,B,Prince Edward Island,Casey,1,0,0,1,0,3,0,1,0,0,1,0,6,11,L,-1
2015,Round robin,Draw 13,C,Ontario,Kean,1,0,2,0,1,0,0,1,0,,,,4,8,L,-5
2015,Round robin,Draw 13,C,New Brunswick,Mallais,0,2,0,1,0,2,3,0,1,,,,9,8,W,5
2015,Round robin,Draw 13,D,Manitoba,Carruthers,1,0,2,0,0,2,1,0,3,,,,8,8,W,5
2015,Round robin,Draw 13,D,British Columbia,Cotter,0,1,0,0,1,0,0,1,0,,,,3,8,L,-5
2015,Round robin,Draw 14,A,Prince Edward Island,Casey,0,0,4,1,0,1,1,0,0,1,,,8,9,W,4
2015,Round robin,Draw 14,A,New Brunswick,Mallais,1,2,0,0,1,0,0,0,1,0,,,4,9,L,-4
2015,Round robin,Draw 14,B,Newfoundland and Labrador,Gushue,1,0,1,1,1,0,1,0,1,0,1,,6,10,W,1
2015,Round robin,Draw 14,B,Northern Ontario,Jacobs,0,0,0,0,0,1,0,3,0,1,0,,5,10,L,-1
2015,Round robin,Draw 14,C,British Columbia,Cotter,1,0,2,0,0,1,1,0,0,2,,,6,9,W,4
2015,Round robin,Draw 14,C,Northwest Territories,J.Koe,0,0,0,0,1,0,0,0,1,0,,,2,9,L,-4
2015,Round robin,Draw 14,D,Quebec,Ménard,0,0,0,1,0,1,0,1,0,2,,,5,9,L,-2
2015,Round robin,Draw 14,D,Canada,Simmons,1,0,1,0,2,0,2,0,2,0,,,7,9,W,2
2015,Round robin,Draw 15,A,Manitoba,Carruthers,1,2,0,0,2,0,0,1,0,2,0,,7,10,L,-1
2015,Round robin,Draw 15,A,Ontario,Kean,0,0,3,1,0,0,1,0,2,0,1,,8,10,W,1
2015,Round robin,Draw 15,B,New Brunswick,Mallais,1,0,2,0,1,0,0,1,0,0,,,4,9,L,-3
2015,Round robin,Draw 15,B,British Columbia,Cotter,0,1,0,2,0,1,1,0,2,0,,,7,9,W,3
2015,Round robin,Draw 15,C,Alberta,K.Koe,1,1,0,2,0,1,0,0,1,0,0,,5,10,L,-1
2015,Round robin,Draw 15,C,Saskatchewan,Laycock,0,0,1,0,1,0,1,1,0,0,2,,6,10,W,1
2015,Round robin,Draw 15,D,Northwest Territories,J.Koe,0,0,1,0,1,1,0,0,2,,,,5,8,L,-4
2015,Round robin,Draw 15,D,Prince Edward Island,Casey,1,2,0,2,0,0,4,1,0,,,,9,8,W,4
2015,Round robin,Draw 16,A,Quebec,Ménard,0,0,0,1,0,0,1,0,2,0,0,,4,10,L,-3
2015,Round robin,Draw 16,A,Newfoundland and Labrador,Gushue,1,0,1,0,2,0,0,2,0,1,1,,7,10,W,3
2015,Round robin,Draw 16,B,Alberta,K.Koe,0,0,0,0,2,1,0,2,0,2,1,,8,10,W,1
2015,Round robin,Draw 16,B,Manitoba,Carruthers,1,1,0,1,0,0,3,0,2,0,0,,7,10,L,-1
2015,Round robin,Draw 16,C,Northern Ontario,Jacobs,1,1,0,0,0,0,1,0,2,0,2,,6,10,W,3
2015,Round robin,Draw 16,C,Canada,Simmons,0,0,1,0,0,0,0,1,0,1,0,,3,10,L,-3
2015,Round robin,Draw 16,D,Ontario,Kean,1,1,0,0,0,0,1,0,5,0,0,1,8,11,W,1
2015,Round robin,Draw 16,D,Saskatchewan,Laycock,0,0,1,0,0,0,0,3,0,1,2,0,7,11,L,-1
2015,Round robin,Draw 17,A,British Columbia,Cotter,0,0,0,0,0,0,1,0,1,0,,,2,9,L,-2
2015,Round robin,Draw 17,A,Saskatchewan,Laycock,1,0,1,0,0,1,0,1,0,1,,,4,9,W,2
2015,Round robin,Draw 17,B,Ontario,Kean,1,0,2,2,0,2,0,2,0,,,,8,8,W,4
2015,Round robin,Draw 17,B,Northwest Territories,J.Koe,0,1,0,0,1,0,1,0,1,,,,4,8,L,-4
2015,Round robin,Draw 17,C,Prince Edward Island,Casey,0,0,1,1,0,0,1,0,0,1,1,,5,10,W,3
2015,Round robin,Draw 17,C,Manitoba,Carruthers,1,0,0,0,1,0,0,0,1,0,0,,2,10,L,-3
2015,Round robin,Draw 17,D,Alberta,K.Koe,0,1,0,3,1,1,0,0,2,,,,8,8,W,5
2015,Round robin,Draw 17,D,New Brunswick,Mallais,1,0,1,0,0,0,1,1,0,,,,3,8,L,-5
2015,Playoffs,1vs2,B,Northern Ontario,Jacobs,1,1,0,0,0,3,0,1,0,2,,,7,9,W,2
2015,Playoffs,1vs2,B,Newfoundland and Labrador,Gushue,0,0,2,0,1,0,1,0,1,0,,,5,9,L,-2
2015,Playoffs,3vs4,B,Saskatchewan,Laycock,1,1,0,1,0,0,1,0,2,0,2,0,7,11,L,-1
2015,Playoffs,3vs4,B,Canada,Simmons,0,0,1,0,3,0,0,1,0,2,0,1,8,11,W,1
2015,Playoffs,Semifinal,C,Newfoundland and Labrador,Gushue,1,1,0,1,0,0,2,0,0,2,0,,6,10,L,-2
2015,Playoffs,Semifinal,C,Canada,Simmons,0,0,2,0,1,0,0,0,2,0,3,,8,10,W,2
2015,Playoffs,Third place,NA,Newfoundland and Labrador,Gushue,1,2,0,0,2,0,0,0,1,0,0,0,5,11,L,-2
2015,Playoffs,Third place,NA,Saskatchewan,Laycock,0,0,1,2,0,1,0,0,0,0,1,2,7,11,W,2
2015,Playoffs,Final,C,Northern Ontario,Jacobs,1,0,0,0,0,2,0,0,1,0,2,0,5,11,L,-1
2015,Playoffs,Final,C,Canada,Simmons,0,0,0,0,0,0,0,2,0,3,0,1,6,11,W
